서울시기준일,서울시 일자별 확진자,서울시 누적 확진자,서울시 일자별 사망자,서울시 누적 사망자,연월,월일
2021-10-07,835,105525,3,659,2021-10,10-07
2021-10-08,772,106297,5,664,2021-10,10-08
2021-10-09,711,107008,4,668,2021-10,10-09
2021-10-10,582,107590,5,673,2021-10,10-10
2021-10-11,511,108101,5,678,2021-10,10-11
2021-10-12,482,108583,6,684,2021-10,10-12
2021-10-13,580,109163,2,686,2021-10,10-13
2021-10-14,746,109909,5,691,2021-10,10-14
2021-10-15,681,110590,1,692,2021-10,10-15
2021-10-16,584,111174,7,699,2021-10,10-16
2021-10-17,506,111680,8,707,2021-10,10-17
2021-10-18,355,112035,4,711,2021-10,10-18
2021-10-19,298,112333,11,722,2021-10,10-19
2021-10-20,504,112837,5,727,2021-10,10-20
2021-10-21,506,113343,4,731,2021-10,10-21
2021-10-22,519,113862,5,736,2021-10,10-22
2021-10-23,550,114412,9,745,2021-10,10-23
2021-10-24,518,114930,8,753,2021-10,10-24
2021-10-25,455,115385,5,758,2021-10,10-25
2021-10-26,427,115812,7,765,2021-10,10-26
2021-10-27,729,116541,3,768,2021-10,10-27
2021-10-28,788,117329,3,771,2021-10,10-28
2021-10-29,769,118098,4,775,2021-10,10-29
2021-10-30,705,118803,2,777,2021-10,10-30
2021-10-31,760,119563,8,785,2021-10,10-31
2021-11-01,646,120209,3,788,2021-11,11-01
2021-11-02,599,120808,3,791,2021-11,11-02
2021-11-03,1002,121810,5,796,2021-11,11-03
2021-11-04,946,122756,7,803,2021-11,11-04
2021-11-05,979,123735,4,807,2021-11,11-05
2021-11-06,915,124650,4,811,2021-11,11-06
2021-11-07,848,125498,6,817,2021-11,11-07
2021-11-08,707,126205,5,822,2021-11,11-08
2021-11-09,661,126866,7,829,2021-11,11-09
2021-11-10,972,127838,4,833,2021-11,11-10
2021-11-11,1003,128841,11,844,2021-11,11-11
2021-11-12,948,129789,6,850,2021-11,11-12
2021-11-13,1005,130794,8,858,2021-11,11-13
2021-11-14,977,131771,7,865,2021-11,11-14
2021-11-15,856,132627,3,868,2021-11,11-15
2021-11-16,846,133473,11,879,2021-11,11-16
2021-11-17,1433,134906,8,887,2021-11,11-17
2021-11-18,1428,136334,14,901,2021-11,11-18
2021-11-19,1399,137733,14,915,2021-11,11-19
2021-11-20,1370,139103,15,930,2021-11,11-20
2021-11-21,1318,140421,11,941,2021-11,11-21
2021-11-22,1278,141699,8,949,2021-11,11-22
2021-11-23,1163,142862,13,962,2021-11,11-23
2021-11-24,1733,144595,20,982,2021-11,11-24
2021-11-25,1757,146352,11,993,2021-11,11-25
2021-11-26,1738,148090,21,1014,2021-11,11-26
2021-11-27,1885,149975,21,1035,2021-11,11-27
2021-11-28,1672,151647,26,1061,2021-11,11-28
2021-11-29,1392,153039,12,1073,2021-11,11-29
2021-11-30,1185,154224,16,1089,2021-11,11-30
2021-12-01,2219,156443,12,1101,2021-12,12-01
2021-12-02,2265,158708,24,1125,2021-12,12-02
2021-12-03,2099,160807,11,1136,2021-12,12-03
2021-12-04,2270,163077,30,1166,2021-12,12-04
2021-12-05,2029,165106,15,1181,2021-12,12-05
2021-12-06,1408,166514,21,1202,2021-12,12-06
2021-12-07,2115,168629,25,1227,2021-12,12-07
2021-12-08,2899,171528,24,1251,2021-12,12-08
2021-12-09,2788,174316,17,1268,2021-12,12-09
2021-12-10,2793,177109,24,1292,2021-12,12-10
2021-12-11,2831,179940,24,1316,2021-12,12-11
2021-12-12,2524,182464,12,1328,2021-12,12-12
2021-12-13,2550,185014,16,1344,2021-12,12-13
2021-12-14,2059,187073,39,1383,2021-12,12-14
2021-12-15,3159,190232,23,1406,2021-12,12-15
2021-12-16,3049,193281,20,1426,2021-12,12-16
2021-12-17,2845,196126,22,1448,2021-12,12-17
2021-12-18,2790,198916,18,1466,2021-12,12-18
2021-12-19,2316,201232,22,1488,2021-12,12-19
2021-12-20,1905,203137,17,1505,2021-12,12-20
2021-12-21,1993,205130,16,1521,2021-12,12-21
2021-12-22,2801,207931,32,1553,2021-12,12-22
2021-12-23,2716,210647,28,1581,2021-12,12-23
2021-12-24,2343,212990,17,1598,2021-12,12-24
2021-12-25,2118,215108,46,1644,2021-12,12-25
2021-12-26,1915,217023,18,1662,2021-12,12-26
2021-12-27,1495,218518,17,1679,2021-12,12-27
2021-12-28,1289,219807,23,1702,2021-12,12-28
2021-12-29,1909,221716,8,1710,2021-12,12-29
2021-12-30,1719,223435,21,1731,2021-12,12-30
2021-12-31,1666,225101,35,1766,2021-12,12-31
2022-01-01,1462,226563,27,1793,2022-01,01-01
2022-01-02,1175,227738,26,1819,2022-01,01-02
2022-01-03,989,228727,8,1827,2022-01,01-03
2022-01-04,937,229664,18,1845,2022-01,01-04
2022-01-05,1410,231074,23,1868,2022-01,01-05
2022-01-06,1207,232281,10,1878,2022-01,01-06
2022-01-07,1032,233313,15,1893,2022-01,01-07
2022-01-08,988,234301,21,1914,2022-01,01-08
2022-01-09,957,235258,21,1935,2022-01,01-09
2022-01-10,779,236037,10,1945,2022-01,01-10
2022-01-11,750,236787,13,1958,2022-01,01-11
2022-01-12,1089,237876,18,1976,2022-01,01-12
2022-01-13,973,238849,13,1989,2022-01,01-13
2022-01-14,937,239786,14,2003,2022-01,01-14
2022-01-15,906,240692,9,2012,2022-01,01-15
2022-01-16,917,241609,11,2023,2022-01,01-16
2022-01-17,784,242393,7,2030,2022-01,01-17
2022-01-18,757,243150,12,2042,2022-01,01-18
2022-01-19,1224,244374,43,2085,2022-01,01-19
2022-01-20,1361,245735,10,2095,2022-01,01-20
2022-01-21,1549,247284,5,2100,2022-01,01-21
2022-01-22,1583,248867,13,2113,2022-01,01-22
2022-01-23,1691,250558,5,2118,2022-01,01-23
2022-01-24,1677,252235,8,2126,2022-01,01-24
2022-01-25,1722,253957,7,2133,2022-01,01-25
2022-01-26,3171,257128,9,2142,2022-01,01-26
2022-01-27,3422,260550,4,2146,2022-01,01-27
2022-01-28,3985,264535,1,2147,2022-01,01-28
2022-01-29,4194,268729,8,2155,2022-01,01-29
2022-01-30,4177,272906,2,2157,2022-01,01-30
2022-01-31,4184,277090,1,2158,2022-01,01-31
2022-02-01,4126,281216,2,2160,2022-02,02-01
2022-02-02,4204,285420,3,2163,2022-02,02-02
2022-02-03,5215,290635,6,2169,2022-02,02-03
2022-02-04,6154,296789,3,2172,2022-02,02-04
2022-02-05,8588,305377,5,2177,2022-02,02-05
2022-02-06,7817,313194,4,2181,2022-02,02-06
2022-02-07,6881,320075,2,2183,2022-02,02-07
2022-02-08,5905,325980,4,2187,2022-02,02-08
2022-02-09,11661,337641,3,2190,2022-02,02-09
2022-02-10,11872,349513,5,2195,2022-02,02-10
2022-02-11,11529,361042,7,2202,2022-02,02-11
2022-02-12,13195,374237,3,2205,2022-02,02-12
2022-02-13,11818,386055,9,2214,2022-02,02-13
2022-02-14,11527,397582,5,2219,2022-02,02-14
2022-02-15,12438,410020,7,2226,2022-02,02-15
2022-02-16,18870,428890,8,2234,2022-02,02-16
2022-02-17,19683,448573,7,2241,2022-02,02-17
2022-02-18,25634,474207,8,2249,2022-02,02-18
2022-02-19,23177,497384,11,2260,2022-02,02-19
2022-02-20,22087,519471,4,2264,2022-02,02-20
2022-02-21,20008,539479,10,2274,2022-02,02-21
2022-02-22,21787,561266,10,2284,2022-02,02-22
2022-02-23,41455,602721,13,2297,2022-02,02-23
2022-02-24,37157,639878,11,2308,2022-02,02-24
2022-02-25,35581,675459,12,2320,2022-02,02-25
2022-02-26,36821,712280,19,2339,2022-02,02-26
2022-02-27,35337,747617,7,2346,2022-02,02-27
2022-02-28,27967,775584,36,2382,2022-02,02-28
2022-03-01,27877,803461,26,2408,2022-03,03-01
2022-03-02,46924,850385,18,2426,2022-03,03-02
2022-03-03,43667,894052,18,2444,2022-03,03-03
2022-03-04,59256,953308,34,2478,2022-03,03-04
2022-03-05,53179,1006487,30,2508,2022-03,03-05
2022-03-06,49438,1055925,26,2534,2022-03,03-06
2022-03-07,39546,1095471,23,2557,2022-03,03-07
2022-03-08,37472,1132943,25,2582,2022-03,03-08
2022-03-09,74215,1207158,23,2605,2022-03,03-09
2022-03-10,66842,1274000,31,2636,2022-03,03-10
2022-03-11,56590,1330590,32,2668,2022-03,03-11
2022-03-12,80424,1411014,46,2714,2022-03,03-12
2022-03-13,67798,1478812,28,2742,2022-03,03-13
2022-03-14,56785,1535597,24,2766,2022-03,03-14
2022-03-15,66047,1601644,42,2808,2022-03,03-15
2022-03-16,81367,1683011,26,2834,2022-03,03-16
2022-03-17,128314,1811325,66,2900,2022-03,03-17
2022-03-18,81971,1893296,41,2941,2022-03,03-18
2022-03-19,82081,1975377,47,2988,2022-03,03-19
2022-03-20,65832,2041209,44,3032,2022-03,03-20
2022-03-21,41054,2082263,39,3071,2022-03,03-21
2022-03-22,64997,2147260,46,3117,2022-03,03-22
2022-03-23,101086,2248346,43,3160,2022-03,03-23
2022-03-24,77730,2326076,61,3221,2022-03,03-24
2022-03-25,66919,2392995,58,3279,2022-03,03-25
2022-03-26,63997,2456992,36,3315,2022-03,03-26
2022-03-27,59130,2516122,29,3344,2022-03,03-27
2022-03-28,34183,2550305,40,3384,2022-03,03-28
2022-03-29,66050,2616355,42,3426,2022-03,03-29
2022-03-30,81799,2698154,61,3487,2022-03,03-30
2022-03-31,60109,2758263,49,3536,2022-03,03-31
2022-04-01,51703,2809966,45,3581,2022-04,04-01
2022-04-02,48666,2858632,58,3639,2022-04,04-02
2022-04-03,42088,2900720,47,3686,2022-04,04-03
2022-04-04,20886,2921606,29,3715,2022-04,04-04
2022-04-05,51479,2973085,29,3744,2022-04,04-05
2022-04-06,52411,3025496,64,3808,2022-04,04-06
2022-04-07,39867,3065363,44,3852,2022-04,04-07
2022-04-08,36200,3101563,64,3916,2022-04,04-08
2022-04-09,32309,3133872,57,3973,2022-04,04-09
2022-04-10,28879,3162751,67,4040,2022-04,04-10
2022-04-11,14244,3176995,45,4085,2022-04,04-11
2022-04-12,39501,3216496,36,4121,2022-04,04-12
2022-04-13,33063,3249559,24,4145,2022-04,04-13
2022-04-14,24967,3274526,53,4198,2022-04,04-14
2022-04-15,21436,3295962,39,4237,2022-04,04-15
2022-04-16,18109,3314071,37,4274,2022-04,04-16
2022-04-17,14799,3328870,22,4296,2022-04,04-17
2022-04-18,7337,3336207,24,4320,2022-04,04-18
2022-04-19,21806,3358013,19,4339,2022-04,04-19
2022-04-20,18311,3376324,26,4365,2022-04,04-20
2022-04-21,15178,3391502,24,4389,2022-04,04-21
2022-04-22,13184,3404686,32,4421,2022-04,04-22
2022-04-23,12329,3417015,16,4437,2022-04,04-23
2022-04-24,10364,3427379,18,4455,2022-04,04-24
2022-04-25,4759,3432138,16,4471,2022-04,04-25
2022-04-26,13552,3445690,16,4487,2022-04,04-26
2022-04-27,11508,3457198,14,4501,2022-04,04-27
2022-04-28,9104,3466302,19,4520,2022-04,04-28
2022-04-29,7724,3474026,21,4541,2022-04,04-29
2022-04-30,6450,3480476,12,4553,2022-04,04-30
2022-05-01,5460,3485936,16,4569,2022-05,05-01
2022-05-02,2646,3488582,9,4578,2022-05,05-02
2022-05-03,8708,3497290,3,4581,2022-05,05-03
2022-05-04,7434,3504724,12,4593,2022-05,05-04
2022-05-05,6641,3511365,17,4610,2022-05,05-05
2022-05-06,3590,3514955,7,4617,2022-05,05-06
2022-05-07,6639,3521594,26,4643,2022-05,05-07
2022-05-08,5973,3527567,13,4656,2022-05,05-08
2022-05-09,2713,3530280,2,4658,2022-05,05-09
2022-05-10,8138,3538418,13,4671,2022-05,05-10
2022-05-11,6200,3544618,4,4675,2022-05,05-11
2022-05-12,5693,3550311,6,4681,2022-05,05-12
2022-05-13,5172,3555483,14,4695,2022-05,05-13
2022-05-14,4763,3560246,16,4711,2022-05,05-14
2022-05-15,4022,3564268,12,4723,2022-05,05-15
2022-05-16,1682,3565950,4,4727,2022-05,05-16
2022-05-17,5883,3571833,3,4730,2022-05,05-17
2022-05-18,5041,3576874,5,4735,2022-05,05-18
2022-05-19,4556,3581430,6,4741,2022-05,05-19
2022-05-20,4109,3585539,8,4749,2022-05,05-20
2022-05-21,3585,3589124,3,4752,2022-05,05-21
2022-05-22,2901,3592025,9,4761,2022-05,05-22
2022-05-23,1213,3593238,3,4764,2022-05,05-23
2022-05-24,4269,3597507,1,4765,2022-05,05-24
2022-05-25,3579,3601086,4,4769,2022-05,05-25
2022-05-26,2786,3603872,3,4772,2022-05,05-26
2022-05-27,3029,3606901,7,4779,2022-05,05-27
2022-05-28,2274,3609175,2,4781,2022-05,05-28
2022-05-29,2013,3611188,2,4783,2022-05,05-29
2022-05-30,1119,3612307,4,4787,2022-05,05-30
2022-05-31,3332,3615639,1,4788,2022-05,05-31
2022-06-01,2922,3618561,4,4792,2022-06,06-01
2022-06-02,1821,3620382,1,4793,2022-06,06-02
2022-06-03,2439,3622821,3,4796,2022-06,06-03
2022-06-04,2240,3625061,2,4798,2022-06,06-04
2022-06-05,1717,3626778,3,4801,2022-06,06-05
2022-06-06,736,3627514,2,4803,2022-06,06-06
2022-06-07,952,3628466,5,4808,2022-06,06-07
2022-06-08,2614,3631080,0,4808,2022-06,06-08
2022-06-09,2007,3633087,2,4810,2022-06,06-09
2022-06-10,1534,3634621,2,4812,2022-06,06-10
2022-06-11,1382,3636003,3,4815,2022-06,06-11
2022-06-12,1154,3637157,2,4817,2022-06,06-12
2022-06-13,660,3637817,2,4819,2022-06,06-13
2022-06-14,1759,3639576,0,4819,2022-06,06-14
2022-06-15,1687,3641263,3,4822,2022-06,06-15
2022-06-16,1539,3642802,3,4825,2022-06,06-16
2022-06-17,1274,3644076,1,4826,2022-06,06-17
2022-06-18,1233,3645309,1,4827,2022-06,06-18
2022-06-19,1106,3646415,1,4828,2022-06,06-19
2022-06-20,706,3647121,3,4831,2022-06,06-20
2022-06-21,2032,3649153,7,4838,2022-06,06-21
2022-06-22,1771,3650924,3,4841,2022-06,06-22
2022-06-23,1576,3652500,2,4843,2022-06,06-23
2022-06-24,1581,3654081,0,4843,2022-06,06-24
2022-06-25,1544,3655625,3,4846,2022-06,06-25
2022-06-26,1306,3656931,1,4847,2022-06,06-26
2022-06-27,595,3657526,0,4847,2022-06,06-27
2022-06-28,2467,3659993,0,4847,2022-06,06-28
2022-06-29,2461,3662454,2,4849,2022-06,06-29
2022-06-30,2276,3664730,1,4850,2022-06,06-30
2022-07-01,2338,3667068,2,4852,2022-07,07-01
2022-07-02,2771,3669839,3,4855,2022-07,07-02
2022-07-03,2429,3672268,2,4857,2022-07,07-03
2022-07-04,1156,3673424,1,4858,2022-07,07-04
2022-07-05,4765,3678189,1,4859,2022-07,07-05
2022-07-06,4757,3682946,2,4861,2022-07,07-06
2022-07-07,4573,3687519,1,4862,2022-07,07-07
2022-07-08,4596,3692115,2,4864,2022-07,07-08
2022-07-09,4892,3697007,2,4866,2022-07,07-09
2022-07-10,5228,3702235,0,4866,2022-07,07-10
2022-07-11,2615,3704850,2,4868,2022-07,07-11
2022-07-12,9402,3714252,1,4869,2022-07,07-12
2022-07-13,9354,3723606,2,4871,2022-07,07-13
2022-07-14,9643,3733249,2,4873,2022-07,07-14
2022-07-15,8941,3742190,2,4875,2022-07,07-15
2022-07-16,9447,3751637,2,4877,2022-07,07-16
2022-07-17,8560,3760197,2,4879,2022-07,07-17
2022-07-18,4888,3765085,3,4882,2022-07,07-18
2022-07-19,18024,3783109,0,4882,2022-07,07-19
2022-07-20,17186,3800295,2,4884,2022-07,07-20
2022-07-21,16650,3816945,4,4888,2022-07,07-21
2022-07-22,15364,3832309,4,4892,2022-07,07-22
2022-07-23,14817,3847126,4,4896,2022-07,07-23
2022-07-24,13794,3860920,3,4899,2022-07,07-24
2022-07-25,5961,3866881,5,4904,2022-07,07-25
2022-07-26,23047,3889928,1,4905,2022-07,07-26
2022-07-27,20056,3909984,5,4910,2022-07,07-27
2022-07-28,18143,3928127,5,4915,2022-07,07-28
2022-07-29,17494,3945621,4,4919,2022-07,07-29
2022-07-30,16534,3962155,6,4925,2022-07,07-30
2022-07-31,14130,3976285,5,4930,2022-07,07-31
2022-08-01,7310,3983595,1,4931,2022-08,08-01
2022-08-02,24598,4008193,3,4934,2022-08,08-02
2022-08-03,22993,4031186,5,4939,2022-08,08-03
2022-08-04,20210,4051396,6,4945,2022-08,08-04
2022-08-05,20774,4072170,8,4953,2022-08,08-05
2022-08-06,20145,4092315,8,4961,2022-08,08-06
2022-08-07,18346,4110661,2,4963,2022-08,08-07
2022-08-08,7853,4118514,7,4970,2022-08,08-08
2022-08-09,29465,4147979,8,4978,2022-08,08-09
2022-08-10,26045,4174024,10,4988,2022-08,08-10
2022-08-11,24491,4198515,11,4999,2022-08,08-11
2022-08-12,22812,4221327,17,5016,2022-08,08-12
2022-08-13,21838,4243165,8,5024,2022-08,08-13
2022-08-14,19576,4262741,10,5034,2022-08,08-14
2022-08-15,8233,4270974,5,5039,2022-08,08-15
2022-08-16,13048,4284022,6,5045,2022-08,08-16
2022-08-17,32505,4316527,7,5052,2022-08,08-17
2022-08-18,28356,4344883,6,5058,2022-08,08-18
2022-08-19,21012,4365895,14,5072,2022-08,08-19
2022-08-20,19955,4385850,14,5086,2022-08,08-20
2022-08-21,16734,4402584,5,5091,2022-08,08-21
2022-08-22,7389,4409973,5,5096,2022-08,08-22
2022-08-23,25661,4435634,11,5107,2022-08,08-23
2022-08-24,20561,4456195,4,5111,2022-08,08-24
2022-08-25,17713,4473908,10,5121,2022-08,08-25
2022-08-26,15748,4489656,14,5135,2022-08,08-26
2022-08-27,14577,4504233,12,5147,2022-08,08-27
2022-08-28,13039,4517272,11,5158,2022-08,08-28
2022-08-29,5752,4523024,10,5168,2022-08,08-29
2022-08-30,20406,4543430,6,5174,2022-08,08-30
2022-08-31,15900,4559330,10,5184,2022-08,08-31
2022-09-01,13313,4572643,22,5206,2022-09,09-01
2022-09-02,15558,4588201,12,5218,2022-09,09-02
2022-09-03,13880,4602081,14,5232,2022-09,09-03
2022-09-04,11926,4614007,13,5245,2022-09,09-04
2022-09-05,5316,4619323,6,5251,2022-09,09-05
2022-09-06,18762,4638085,4,5255,2022-09,09-06
2022-09-07,14526,4652611,12,5267,2022-09,09-07
2022-09-08,13063,4665674,6,5273,2022-09,09-08
2022-09-09,12303,4677977,13,5286,2022-09,09-09
2022-09-10,6071,4684048,7,5293,2022-09,09-10
2022-09-11,4800,4688848,13,5306,2022-09,09-11
2022-09-12,6285,4695133,2,5308,2022-09,09-12
2022-09-13,9545,4704678,4,5312,2022-09,09-13
2022-09-14,17377,4722055,10,5322,2022-09,09-14
2022-09-15,11812,4733867,7,5329,2022-09,09-15
2022-09-16,9216,4743083,6,5335,2022-09,09-16
2022-09-17,7653,4750736,7,5342,2022-09,09-17
2022-09-18,5963,4756699,6,5348,2022-09,09-18
2022-09-19,3197,4759896,6,5354,2022-09,09-19
2022-09-20,9728,4769624,4,5358,2022-09,09-20
2022-09-21,7351,4776975,12,5370,2022-09,09-21
2022-09-22,6149,4783124,12,5382,2022-09,09-22
2022-09-23,5617,4788741,8,5390,2022-09,09-23
2022-09-24,5643,4794384,11,5401,2022-09,09-24
2022-09-25,4881,4799265,11,5412,2022-09,09-25
2022-09-26,2332,4801597,4,5416,2022-09,09-26
2022-09-27,8542,4810139,3,5419,2022-09,09-27
2022-09-28,7110,4817249,8,5427,2022-09,09-28
2022-09-29,6259,4823508,6,5433,2022-09,09-29
2022-09-30,5790,4829298,5,5438,2022-09,09-30
2022-10-01,5578,4834876,5,5443,2022-10,10-01
2022-10-02,4786,4839662,9,5452,2022-10,10-02
2022-10-03,2023,4841685,0,5452,2022-10,10-03
2022-10-04,3083,4844768,2,5454,2022-10,10-04
2022-10-05,7664,4852432,2,5456,2022-10,10-05
2022-10-06,5518,4857950,9,5465,2022-10,10-06
2022-10-07,4316,4862266,6,5471,2022-10,10-07
2022-10-08,3958,4866224,5,5476,2022-10,10-08
2022-10-09,3550,4869774,5,5481,2022-10,10-09
2022-10-10,1491,4871265,4,5485,2022-10,10-10
2022-10-11,3049,4874314,1,5486,2022-10,10-11
2022-10-12,6792,4881106,4,5490,2022-10,10-12
2022-10-13,5243,4886349,0,5490,2022-10,10-13
2022-10-14,4830,4891179,9,5499,2022-10,10-14
2022-10-15,4572,4895751,5,5504,2022-10,10-15
2022-10-16,4186,4899937,4,5508,2022-10,10-16
2022-10-17,1915,4901852,2,5510,2022-10,10-17
2022-10-18,7524,4909376,0,5510,2022-10,10-18
2022-10-19,5891,4915267,6,5516,2022-10,10-19
2022-10-20,5408,4920675,2,5518,2022-10,10-20
2022-10-21,5053,4925728,3,5521,2022-10,10-21
2022-10-22,6011,4931739,3,5524,2022-10,10-22
2022-10-23,5170,4936909,1,5525,2022-10,10-23
2022-10-24,2434,4939343,1,5526,2022-10,10-24
2022-10-25,10055,4949398,4,5530,2022-10,10-25
2022-10-26,7901,4957299,5,5535,2022-10,10-26
2022-10-27,6846,4964145,3,5538,2022-10,10-27
2022-10-28,7477,4971622,3,5541,2022-10,10-28
2022-10-29,7572,4979194,3,5544,2022-10,10-29
2022-10-30,6703,4985897,1,5545,2022-10,10-30
2022-10-31,3099,4988996,5,5550,2022-10,10-31
2022-11-01,13014,5002010,4,5554,2022-11,11-01
2022-11-02,10933,5012943,4,5558,2022-11,11-02
2022-11-03,9542,5022485,5,5563,2022-11,11-03
2022-11-04,8672,5031157,4,5567,2022-11,11-04
2022-11-05,8096,5039253,2,5569,2022-11,11-05
2022-11-06,7157,5046410,3,5572,2022-11,11-06
2022-11-07,3317,5049727,0,5572,2022-11,11-07
2022-11-08,14156,5063883,2,5574,2022-11,11-08
2022-11-09,12479,5076362,7,5581,2022-11,11-09
2022-11-10,11069,5087431,6,5587,2022-11,11-10
2022-11-11,10897,5098328,0,5587,2022-11,11-11
2022-11-12,10827,5109155,12,5599,2022-11,11-12
2022-11-13,9257,5118412,5,5604,2022-11,11-13
2022-11-14,3645,5122057,5,5609,2022-11,11-14
2022-11-15,15536,5137593,4,5613,2022-11,11-15
2022-11-16,12474,5150067,9,5622,2022-11,11-16
2022-11-17,10840,5160907,14,5636,2022-11,11-17
2022-11-18,9733,5170640,11,5647,2022-11,11-18
2022-11-19,10119,5180759,10,5657,2022-11,11-19
2022-11-20,8800,5189559,5,5662,2022-11,11-20
2022-11-21,3821,5193380,3,5665,2022-11,11-21
2022-11-22,15610,5208990,10,5675,2022-11,11-22
2022-11-23,13493,5222483,8,5683,2022-11,11-23
2022-11-24,11447,5233930,14,5697,2022-11,11-24
2022-11-25,10677,5244607,8,5705,2022-11,11-25
2022-11-26,10157,5254764,5,5710,2022-11,11-26
2022-11-27,9152,5263916,9,5719,2022-11,11-27
2022-11-28,3791,5267707,13,5732,2022-11,11-28
2022-11-29,15500,5283207,4,5736,2022-11,11-29
2022-11-30,12284,5295491,11,5747,2022-11,11-30
2022-12-01,11027,5306518,17,5764,2022-12,12-01
2022-12-02,10482,5317000,5,5769,2022-12,12-02
2022-12-03,10361,5327361,11,5780,2022-12,12-03
2022-12-04,8523,5335884,7,5787,2022-12,12-04
2022-12-05,3920,5339804,11,5798,2022-12,12-05
2022-12-06,16368,5356172,5,5803,2022-12,12-06
2022-12-07,13742,5369914,7,5810,2022-12,12-07
2022-12-08,11973,5381887,9,5819,2022-12,12-08
2022-12-09,11842,5393729,10,5829,2022-12,12-09
2022-12-10,11682,5405411,8,5837,2022-12,12-10
2022-12-11,9595,5415006,3,5840,2022-12,12-11
2022-12-12,3907,5418913,3,5843,2022-12,12-12
2022-12-13,17688,5436601,3,5846,2022-12,12-13
2022-12-14,15170,5451771,7,5853,2022-12,12-14
2022-12-15,12826,5464597,9,5862,2022-12,12-15
2022-12-16,12392,5476989,8,5870,2022-12,12-16
2022-12-17,12395,5489384,9,5879,2022-12,12-17
2022-12-18,10636,5500020,8,5887,2022-12,12-18
2022-12-19,4190,5504210,7,5894,2022-12,12-19
2022-12-20,18209,5522419,12,5906,2022-12,12-20
2022-12-21,15555,5537974,8,5914,2022-12,12-21
2022-12-22,13935,5551909,9,5923,2022-12,12-22
2022-12-23,12405,5564314,7,5930,2022-12,12-23
2022-12-24,12075,5576389,11,5941,2022-12,12-24
2022-12-25,10494,5586883,4,5945,2022-12,12-25
2022-12-26,3579,5590462,8,5953,2022-12,12-26
2022-12-27,18717,5609179,3,5956,2022-12,12-27
2022-12-28,15772,5624951,10,5966,2022-12,12-28
2022-12-29,13388,5638339,13,5979,2022-12,12-29
2022-12-30,11665,5650004,8,5987,2022-12,12-30
2022-12-31,11592,5661596,5,5992,2022-12,12-31
2023-01-01,9980,5671576,3,5995,2023-01,01-01
2023-01-02,3302,5674878,10,6005,2023-01,01-02
2023-01-03,16955,5691833,5,6010,2023-01,01-03
2023-01-04,13907,5705740,13,6023,2023-01,01-04
2023-01-05,11502,5717242,9,6032,2023-01,01-05
2023-01-06,10403,5727645,8,6040,2023-01,01-06
2023-01-07,9914,5737559,10,6050,2023-01,01-07
2023-01-08,7814,5745373,5,6055,2023-01,01-08
2023-01-09,2841,5748214,4,6059,2023-01,01-09
2023-01-10,12133,5760347,11,6070,2023-01,01-10
2023-01-11,9527,5769874,16,6086,2023-01,01-11
2023-01-12,7940,5777814,10,6096,2023-01,01-12
2023-01-13,7192,5785006,5,6101,2023-01,01-13
2023-01-14,6640,5791646,7,6108,2023-01,01-14
2023-01-15,5745,5797391,6,6114,2023-01,01-15
2023-01-16,2135,5799526,4,6118,2023-01,01-16
2023-01-17,8542,5808068,3,6121,2023-01,01-17
2023-01-18,6632,5814700,9,6130,2023-01,01-18
2023-01-19,5495,5820195,9,6139,2023-01,01-19
2023-01-20,5004,5825199,4,6143,2023-01,01-20
2023-01-21,5158,5830357,5,6148,2023-01,01-21
2023-01-22,2313,5832670,2,6150,2023-01,01-22
2023-01-23,1438,5834108,5,6155,2023-01,01-23
2023-01-24,2125,5836233,1,6156,2023-01,01-24
2023-01-25,3184,5839417,1,6157,2023-01,01-25
2023-01-26,6810,5846227,3,6160,2023-01,01-26
2023-01-27,5081,5851308,5,6165,2023-01,01-27
2023-01-28,4061,5855369,6,6171,2023-01,01-28
2023-01-29,2921,5858290,6,6177,2023-01,01-29
2023-01-30,919,5859209,4,6181,2023-01,01-30
2023-01-31,3694,5862903,3,6184,2023-01,01-31
2023-02-01,3275,5866178,4,6188,2023-02,02-01
2023-02-02,2879,5869057,4,6192,2023-02,02-02
2023-02-03,2548,5871605,4,6196,2023-02,02-03
2023-02-04,2433,5874038,1,6197,2023-02,02-04
2023-02-05,2296,5876334,4,6201,2023-02,02-05
2023-02-06,814,5877148,1,6202,2023-02,02-06
2023-02-07,3042,5880190,2,6204,2023-02,02-07
2023-02-08,2897,5883087,4,6208,2023-02,02-08
2023-02-09,2457,5885544,8,6216,2023-02,02-09
2023-02-10,2366,5887910,2,6218,2023-02,02-10
2023-02-11,2289,5890199,2,6220,2023-02,02-11
2023-02-12,2125,5892324,3,6223,2023-02,02-12
2023-02-13,741,5893065,2,6225,2023-02,02-13
2023-02-14,2698,5895763,4,6229,2023-02,02-14
2023-02-15,2568,5898331,5,6234,2023-02,02-15
2023-02-16,2278,5900609,1,6235,2023-02,02-16
2023-02-17,2095,5902704,7,6242,2023-02,02-17
2023-02-18,1976,5904680,3,6245,2023-02,02-18
2023-02-19,1905,5906585,1,6246,2023-02,02-19
2023-02-20,701,5907286,1,6247,2023-02,02-20
2023-02-21,2500,5909786,1,6248,2023-02,02-21
2023-02-22,2346,5912132,4,6252,2023-02,02-22
2023-02-23,2115,5914247,1,6253,2023-02,02-23
2023-02-24,1956,5916203,5,6258,2023-02,02-24
2023-02-25,1920,5918123,3,6261,2023-02,02-25
