서울시기준일,서울시 일자별 확진자,서울시 누적 확진자,서울시 일자별 사망자,서울시 누적 사망자,연월,월일
2023-02-26,1764,5919887,2,6263,2023-02,02-26
2023-02-27,621,5920508,1,6264,2023-02,02-27
2023-02-28,2324,5922832,3,6267,2023-02,02-28
2023-03-01,2299,5925131,1,6268,2023-03,03-01
2023-03-02,1194,5926325,2,6270,2023-03,03-02
2023-03-03,2294,5928619,4,6274,2023-03,03-03
2023-03-04,2212,5930831,1,6275,2023-03,03-04
2023-03-05,2006,5932837,1,6276,2023-03,03-05
2023-03-06,734,5933571,2,6278,2023-03,03-06
2023-03-07,2741,5936312,3,6281,2023-03,03-07
2023-03-08,2443,5938755,0,6281,2023-03,03-08
2023-03-09,2128,5940883,0,6281,2023-03,03-09
2023-03-10,2168,5943051,1,6282,2023-03,03-10
2023-03-11,1976,5945027,0,6282,2023-03,03-11
2023-03-12,1824,5946851,2,6284,2023-03,03-12
2023-03-13,689,5947540,1,6285,2023-03,03-13
2023-03-14,2396,5949936,0,6285,2023-03,03-14
2023-03-15,2308,5952244,1,6286,2023-03,03-15
2023-03-16,1976,5954220,1,6287,2023-03,03-16
2023-03-17,1988,5956208,0,6287,2023-03,03-17
2023-03-18,1923,5958131,1,6288,2023-03,03-18
2023-03-19,1869,5960000,0,6288,2023-03,03-19
2023-03-20,688,5960688,1,6289,2023-03,03-20
2023-03-21,2836,5963524,1,6290,2023-03,03-21
2023-03-22,2718,5966242,2,6292,2023-03,03-22
2023-03-23,2463,5968705,2,6294,2023-03,03-23
2023-03-24,2190,5970895,1,6295,2023-03,03-24
2023-03-25,2266,5973161,1,6296,2023-03,03-25
2023-03-26,2205,5975366,2,6298,2023-03,03-26
2023-03-27,772,5976138,1,6299,2023-03,03-27
2023-03-28,3113,5979251,0,6299,2023-03,03-28
2023-03-29,2969,5982220,1,6300,2023-03,03-29
2023-03-30,2732,5984952,2,6302,2023-03,03-30
2023-03-31,2477,5987429,3,6305,2023-03,03-31
2023-04-01,2521,5989950,1,6306,2023-04,04-01
2023-04-02,2400,5992350,0,6306,2023-04,04-02
2023-04-03,842,5993192,1,6307,2023-04,04-03
2023-04-04,3584,5996776,3,6310,2023-04,04-04
2023-04-05,3351,6000127,3,6313,2023-04,04-05
2023-04-06,2879,6003006,3,6316,2023-04,04-06
2023-04-07,2664,6005670,2,6318,2023-04,04-07
2023-04-08,2584,6008254,0,6318,2023-04,04-08
2023-04-09,2285,6010539,0,6318,2023-04,04-09
2023-04-10,826,6011365,1,6319,2023-04,04-10
2023-04-11,3485,6014850,3,6322,2023-04,04-11
2023-04-12,3495,6018345,3,6325,2023-04,04-12
2023-04-13,2815,6021160,2,6327,2023-04,04-13
2023-04-14,3009,6024169,0,6327,2023-04,04-14
2023-04-15,2918,6027087,0,6327,2023-04,04-15
2023-04-16,2601,6029688,1,6328,2023-04,04-16
2023-04-17,1055,6030743,1,6329,2023-04,04-17
2023-04-18,4366,6035109,2,6331,2023-04,04-18
2023-04-19,4246,6039355,1,6332,2023-04,04-19
2023-04-20,3680,6043035,2,6334,2023-04,04-20
2023-04-21,3478,6046513,0,6334,2023-04,04-21
2023-04-22,3530,6050043,1,6335,2023-04,04-22
2023-04-23,2958,6053001,1,6336,2023-04,04-23
2023-04-24,1019,6054020,1,6337,2023-04,04-24
2023-04-25,4145,6058165,0,6337,2023-04,04-25
2023-04-26,4217,6062382,3,6340,2023-04,04-26
2023-04-27,3721,6066103,3,6343,2023-04,04-27
2023-04-28,3590,6069693,1,6344,2023-04,04-28
2023-04-29,3661,6073354,0,6344,2023-04,04-29
2023-04-30,3341,6076695,1,6345,2023-04,04-30
2023-05-01,1111,6077806,2,6347,2023-05,05-01
2023-05-02,3963,6081769,3,6350,2023-05,05-02
2023-05-03,5132,6086901,1,6351,2023-05,05-03
2023-05-04,4925,6091826,3,6354,2023-05,05-04
2023-05-05,4645,6096471,1,6355,2023-05,05-05
2023-05-06,2381,6098852,1,6356,2023-05,05-06
2023-05-07,3761,6102613,2,6358,2023-05,05-07
2023-05-08,1641,6104254,2,6360,2023-05,05-08
2023-05-09,5744,6109998,5,6365,2023-05,05-09
2023-05-10,5620,6115618,4,6369,2023-05,05-10
2023-05-11,4855,6120473,3,6372,2023-05,05-11
2023-05-12,5128,6125601,1,6373,2023-05,05-12
2023-05-13,4573,6130174,2,6375,2023-05,05-13
2023-05-14,4181,6134355,2,6377,2023-05,05-14
2023-05-15,1427,6135782,2,6379,2023-05,05-15
2023-05-16,6195,6141977,3,6382,2023-05,05-16
2023-05-17,6043,6148020,4,6386,2023-05,05-17
2023-05-18,5061,6153081,0,6386,2023-05,05-18
2023-05-19,4632,6157713,2,6388,2023-05,05-19
2023-05-20,4370,6162083,2,6390,2023-05,05-20
2023-05-21,4194,6166277,1,6391,2023-05,05-21
2023-05-22,1269,6167546,6,6397,2023-05,05-22
2023-05-23,5361,6172907,1,6398,2023-05,05-23
2023-05-24,5309,6178216,2,6400,2023-05,05-24
2023-05-25,4432,6182648,2,6402,2023-05,05-25
2023-05-26,4213,6186861,2,6404,2023-05,05-26
2023-05-27,4078,6190939,0,6404,2023-05,05-27
2023-05-28,2373,6193312,0,6404,2023-05,05-28
2023-05-29,1393,6194705,1,6405,2023-05,05-29
2023-05-30,3321,6198026,1,6406,2023-05,05-30
2023-05-31,5984,6204010,6,6412,2023-05,05-31
2023-06-01,5568,6209578,2,6414,2023-06,06-01
2023-06-02,4710,6214288,3,6417,2023-06,06-02
2023-06-03,4149,6218437,2,6419,2023-06,06-03
2023-06-04,3748,6222185,0,6419,2023-06,06-04
2023-06-05,1175,6223360,1,6420,2023-06,06-05
2023-06-06,4734,6228094,2,6422,2023-06,06-06
2023-06-07,2785,6230879,0,6422,2023-06,06-07
2023-06-08,4865,6235744,3,6425,2023-06,06-08
2023-06-09,4671,6240415,4,6429,2023-06,06-09
2023-06-10,3861,6244276,1,6430,2023-06,06-10
2023-06-11,3506,6247782,2,6432,2023-06,06-11
2023-06-12,866,6248648,1,6433,2023-06,06-12
2023-06-13,4758,6253406,3,6436,2023-06,06-13
2023-06-14,4207,6257613,1,6437,2023-06,06-14
2023-06-15,3720,6261333,2,6439,2023-06,06-15
2023-06-16,3548,6264881,4,6443,2023-06,06-16
2023-06-17,3463,6268344,1,6444,2023-06,06-17
2023-06-18,3212,6271556,2,6446,2023-06,06-18
2023-06-19,1047,6272603,1,6447,2023-06,06-19
2023-06-20,4454,6277057,2,6449,2023-06,06-20
2023-06-21,4267,6281324,3,6452,2023-06,06-21
2023-06-22,3466,6284790,4,6456,2023-06,06-22
2023-06-23,3510,6288300,1,6457,2023-06,06-23
2023-06-24,3440,6291740,0,6457,2023-06,06-24
2023-06-25,3334,6295074,1,6458,2023-06,06-25
2023-06-26,1141,6296215,0,6458,2023-06,06-26
2023-06-27,4867,6301082,5,6463,2023-06,06-27
2023-06-28,4615,6305697,1,6464,2023-06,06-28
2023-06-29,4088,6309785,2,6466,2023-06,06-29
2023-06-30,3838,6313623,4,6470,2023-06,06-30
2023-07-01,3836,6317459,0,6470,2023-07,07-01
2023-07-02,3479,6320938,0,6470,2023-07,07-02
2023-07-03,1129,6322067,0,6470,2023-07,07-03
2023-07-04,5575,6327642,2,6472,2023-07,07-04
2023-07-05,5328,6332970,3,6475,2023-07,07-05
2023-07-06,4846,6337816,1,6476,2023-07,07-06
2023-07-07,5170,6342986,0,6476,2023-07,07-07
2023-07-08,5092,6348078,0,6476,2023-07,07-08
2023-07-09,4442,6352520,0,6476,2023-07,07-09
2023-07-10,1375,6353895,0,6476,2023-07,07-10
2023-07-11,6511,6360406,0,6476,2023-07,07-11
2023-07-12,6413,6366819,2,6478,2023-07,07-12
2023-07-13,5484,6372303,2,6480,2023-07,07-13
2023-07-14,5489,6377792,3,6483,2023-07,07-14
2023-07-15,5701,6383493,2,6485,2023-07,07-15
2023-07-16,4950,6388443,0,6485,2023-07,07-16
2023-07-17,1779,6390222,1,6486,2023-07,07-17
2023-07-18,8377,6398599,0,6486,2023-07,07-18
2023-07-19,8204,6406803,0,6486,2023-07,07-19
2023-07-20,7471,6414274,2,6488,2023-07,07-20
2023-07-21,7719,6421993,2,6490,2023-07,07-21
2023-07-22,7731,6429724,0,6490,2023-07,07-22
2023-07-23,7904,6437628,1,6491,2023-07,07-23
2023-07-24,2235,6439863,2,6493,2023-07,07-24
2023-07-25,10222,6450085,2,6495,2023-07,07-25
2023-07-26,10169,6460254,3,6498,2023-07,07-26
2023-07-27,9207,6469461,3,6501,2023-07,07-27
2023-07-28,8887,6478348,0,6501,2023-07,07-28
2023-07-29,8755,6487103,1,6502,2023-07,07-29
2023-07-30,8062,6495165,0,6502,2023-07,07-30
2023-07-31,2624,6497789,1,6503,2023-07,07-31
2023-08-01,11888,6509677,1,6504,2023-08,08-01
2023-08-02,11939,6521616,3,6507,2023-08,08-02
2023-08-03,9998,6531614,2,6509,2023-08,08-03
2023-08-04,10403,6542017,4,6513,2023-08,08-04
2023-08-05,9621,6551638,4,6517,2023-08,08-05
2023-08-06,8594,6560232,1,6518,2023-08,08-06
2023-08-07,2996,6563228,1,6519,2023-08,08-07
2023-08-08,12332,6575560,0,6519,2023-08,08-08
2023-08-09,12075,6587635,3,6522,2023-08,08-09
2023-08-10,10305,6597940,6,6528,2023-08,08-10
2023-08-11,9235,6607175,4,6532,2023-08,08-11
2023-08-12,8558,6615733,3,6535,2023-08,08-12
2023-08-13,8166,6623899,2,6537,2023-08,08-13
2023-08-14,2729,6626628,3,6540,2023-08,08-14
2023-08-15,9375,6636003,1,6541,2023-08,08-15
2023-08-16,5875,6641878,0,6541,2023-08,08-16
2023-08-17,10124,6652002,5,6546,2023-08,08-17
2023-08-18,9492,6661494,3,6549,2023-08,08-18
2023-08-19,8354,6669848,2,6551,2023-08,08-19
2023-08-20,7327,6677175,3,6554,2023-08,08-20
2023-08-21,2329,6679504,2,6556,2023-08,08-21
2023-08-22,9672,6689176,3,6559,2023-08,08-22
2023-08-23,8823,6697999,2,6561,2023-08,08-23
2023-08-24,7179,6705178,4,6565,2023-08,08-24
2023-08-25,6872,6712050,2,6567,2023-08,08-25
2023-08-26,6730,6718780,3,6570,2023-08,08-26
2023-08-27,6012,6724792,4,6574,2023-08,08-27
2023-08-28,1905,6726697,1,6575,2023-08,08-28
2023-08-29,8485,6735182,1,6576,2023-08,08-29
2023-08-30,7470,6742652,5,6581,2023-08,08-30
2023-08-31,8683,6751335,6,6587,2023-08,08-31
